vae_loss,recon_loss,kl_loss,dyn_loss
0.7704786,0.2273603,0.10211068,0.98412603
0.909217,0.2402034,0.11160534,1.2264218
0.6947521,0.24991085,0.080269925,0.80941266
0.86233485,0.24990574,0.06923679,1.1556214
0.75515276,0.21763188,0.045292225,1.0297495
0.7664596,0.21544239,0.074377164,1.0276573
0.7381884,0.23927526,0.058634695,0.9391915
0.79080796,0.21724899,0.05573951,1.0913785
0.7170788,0.23990996,0.066856086,0.8874815
0.87665933,0.23928863,0.058138143,1.2166033
0.73499215,0.21111213,0.063978866,0.98378116
0.6098428,0.23530562,0.07237198,0.6767024
0.7447271,0.21194793,0.065360524,1.0001978
0.745871,0.25793323,0.051162016,0.92471355
0.7356129,0.23723213,0.058319844,0.93844175
0.6550636,0.21997705,0.07635691,0.7938162
0.6967007,0.24852562,0.06284018,0.83351004
0.7584869,0.2221276,0.06773834,1.0049803
0.84136,0.22760597,0.067994945,1.159513
0.7529998,0.23575015,0.06287184,0.9716275
0.7900008,0.2206867,0.08125402,1.0573742
0.639655,0.2058006,0.0675402,0.8001686
0.6231591,0.2207558,0.08771242,0.7170942
0.7383214,0.21353689,0.08863818,0.9609309
0.7601916,0.19579636,0.074704334,1.0540862
0.6938375,0.18053357,0.0829953,0.9436126
0.68179196,0.21022041,0.081123434,0.86201966
0.65134263,0.21774703,0.06758423,0.79960704
0.62792325,0.2098946,0.064862266,0.7711951
0.61882997,0.21420284,0.07324117,0.7360131
0.6971878,0.2160753,0.07549102,0.88673395
0.6451024,0.22910258,0.0592372,0.77276236
0.5638529,0.17953132,0.066036955,0.7026062
0.66497284,0.19111115,0.07547771,0.87224567
0.70268583,0.18496425,0.06024787,0.97519535
0.62504935,0.20003593,0.07666181,0.77336496
0.693197,0.21247241,0.06523097,0.89621824
0.53363764,0.20325767,0.07302119,0.5877387
0.5367082,0.17502955,0.07911821,0.64423907
0.5106348,0.1765898,0.086327344,0.5817627
0.787129,0.21324301,0.07233608,1.0754359
0.59577715,0.19657375,0.08630332,0.7121034
0.56018823,0.16867189,0.09315872,0.68987393
0.6164633,0.17093824,0.08670412,0.80434597
0.5575343,0.17444491,0.08359155,0.6825872
0.5197303,0.15131797,0.11837129,0.6184535
0.65433514,0.17185444,0.11207534,0.852886
0.61574066,0.1701672,0.09689946,0.79424745
0.49116048,0.15480903,0.087687954,0.58501494
0.44949415,0.1607117,0.07371098,0.5038539
0.56057405,0.15568538,0.094726436,0.7150509
0.5170618,0.14740011,0.09313637,0.64618707
0.49196237,0.120379485,0.08571708,0.6574487
0.5561782,0.15595905,0.09633614,0.70410216
0.57120895,0.13975933,0.10044171,0.76245755
0.51140594,0.11180791,0.10046769,0.6987283
0.5548078,0.12292404,0.10860126,0.7551662
0.53184664,0.12630504,0.11864394,0.6924393
0.62473476,0.10892357,0.10821765,0.9234047
0.5381641,0.10383795,0.12091142,0.74774086
0.4455255,0.09367311,0.10899717,0.5947076
0.49765688,0.09243447,0.12038303,0.6900618
0.42776302,0.09329016,0.13837187,0.53057384
0.516835,0.093616046,0.13290118,0.71353674
0.44382292,0.0981644,0.13544402,0.55587304
0.4472524,0.0981635,0.13235097,0.56582683
0.51915604,0.085470214,0.15610933,0.7112623
0.4328366,0.09577852,0.13973294,0.5343832
0.4658131,0.07434152,0.16548245,0.6174607
0.39553142,0.084041215,0.15627441,0.466706
0.5388706,0.07997068,0.15615526,0.7616445
0.5575098,0.07857982,0.14372164,0.81413835
0.45237827,0.0733743,0.13361754,0.6243904
0.34167242,0.078002796,0.13690633,0.39043292
0.48905855,0.08033374,0.15185064,0.665599
0.4197486,0.07057859,0.14230405,0.556036
0.37985927,0.07598422,0.13323979,0.47451034
0.44009188,0.08232741,0.14578988,0.56973904
0.468872,0.07724021,0.15214162,0.631122
0.40382105,0.07484676,0.15348916,0.50445944
0.5212544,0.064702354,0.15486273,0.7582415
0.42247954,0.07247582,0.15594907,0.5440584
0.47853965,0.06688828,0.16949572,0.653807
0.5370794,0.06938808,0.15949117,0.7758915
0.34475416,0.06551243,0.14205709,0.4164264
0.42305622,0.061729185,0.16835435,0.5542997
0.5731236,0.070989475,0.15801951,0.84624875
0.4220693,0.062280692,0.14727947,0.57229775
0.504531,0.061236046,0.15741102,0.72917897
0.33823508,0.06393213,0.15937613,0.3892298
0.46490628,0.07250666,0.15493439,0.6298649
0.37631154,0.066535264,0.14957112,0.46998146
0.3513568,0.07269148,0.14298737,0.4143433
0.30905712,0.05325673,0.13716154,0.3744392
0.42327073,0.06912609,0.13996549,0.5683238
0.5697514,0.088606566,0.14898378,0.8133059
0.39367425,0.07144904,0.13841026,0.50604016
0.37250078,0.076204255,0.13868734,0.45390567
0.4097513,0.05849145,0.14681691,0.5557028
0.3291575,0.065663695,0.13930169,0.38768592
0.32666504,0.07595488,0.14765146,0.3537689
0.34872139,0.06117436,0.1511549,0.42393917
0.4530207,0.06763272,0.15985508,0.61092085
0.37061456,0.06035457,0.16437681,0.45614317
0.33661976,0.054940626,0.16501294,0.39834535
0.33387876,0.061527245,0.15530364,0.38939935
0.3589998,0.061647553,0.1654822,0.42922226
0.29926732,0.054761976,0.15996721,0.32904348
0.35063815,0.05540681,0.16800739,0.4224553
0.49017096,0.05738431,0.16690443,0.6986689
0.36005348,0.05944763,0.1663147,0.434897
0.37941813,0.0672227,0.16621336,0.4581775
0.37744972,0.07069909,0.16439474,0.4491065
0.3622986,0.071948946,0.14769948,0.43299982
0.29561192,0.055942282,0.14471076,0.3346285
0.37994644,0.068202436,0.1522444,0.47124362
0.31278503,0.049555935,0.14843956,0.37801865
0.34298968,0.054930076,0.14198844,0.43413082
0.3920503,0.068912044,0.14036605,0.50591046
0.33718964,0.057385013,0.14136055,0.4182487
0.44828957,0.073715925,0.13570648,0.6134408
0.44496626,0.07044642,0.14392123,0.60511845
0.385764,0.08087155,0.13499506,0.47478986
0.40678933,0.07672067,0.15065286,0.50948447
0.38590664,0.061647672,0.1476631,0.50085485
0.35007143,0.055346906,0.15025441,0.4391946
0.346784,0.058861226,0.15124378,0.4246018
0.55164254,0.06092,0.16517635,0.81626874
0.34354055,0.05739241,0.15232024,0.4199761
0.30610391,0.05510966,0.15548442,0.3465041
0.36717397,0.057462696,0.1435879,0.47583464
0.37049195,0.07034317,0.15507911,0.44521844
0.36106494,0.07340718,0.14520745,0.43010807
0.32563007,0.063896894,0.14358558,0.3798808
0.3083768,0.053553443,0.13754736,0.3720993
0.34465384,0.06355198,0.14114821,0.42105556
0.5200787,0.0753058,0.14129777,0.7482481
0.3484347,0.06270032,0.1584647,0.41300407
0.40469483,0.06655025,0.15037496,0.5259142
0.39314598,0.06058378,0.15353993,0.51158446
0.32790488,0.0646028,0.14728631,0.37931788
0.4336577,0.058481406,0.15232402,0.5980286
0.46341604,0.069556855,0.15825315,0.6294652
0.3544252,0.06092853,0.15284257,0.4341508
0.41913497,0.05494047,0.17225398,0.55613506
0.42730802,0.06260532,0.18249272,0.54691267
0.5067021,0.057558995,0.16635624,0.73193
0.33422264,0.058357205,0.1750497,0.37668118
0.30708802,0.06369503,0.14125189,0.34553412
0.35022724,0.052398596,0.16259314,0.4330641
0.3651372,0.06297547,0.16122817,0.44309527
0.27224323,0.06412082,0.1332641,0.28298074
0.36289573,0.06543084,0.13147753,0.46345225
0.49643078,0.054987762,0.15036553,0.7325205
0.3416934,0.06076932,0.15029879,0.41154936
0.31192517,0.05551283,0.14751759,0.36530712
0.3712964,0.05987031,0.1329359,0.48991627
0.35263264,0.07057663,0.15371044,0.41040155
0.3240311,0.05974544,0.16477148,0.3637999
0.3522743,0.056307144,0.16112596,0.43080837
0.37351578,0.07196241,0.16642767,0.4366791
0.3916056,0.05621229,0.1598122,0.5109744
0.26555988,0.05143418,0.1623649,0.2658865
0.33871955,0.051203273,0.18140644,0.39362612
0.29804724,0.061867427,0.158708,0.3136516
0.319434,0.05664895,0.15150788,0.3740622
0.35647026,0.069691025,0.15585709,0.41770136
0.28686464,0.05406002,0.16434792,0.3012613
0.36804163,0.04814974,0.1803051,0.45947868
0.32913408,0.04547346,0.1875194,0.37980184
0.41425335,0.048870634,0.17625082,0.55451465
0.38019514,0.06047908,0.1693848,0.4700473
0.4033227,0.06754018,0.1559462,0.51561886
0.28810143,0.053425245,0.16224062,0.30711177
0.27396655,0.05860774,0.14255686,0.28816074
0.3487072,0.058900937,0.15843698,0.4211755
0.36333138,0.06258641,0.15587929,0.44561064
0.36996943,0.056446273,0.14541778,0.48162857
0.31855336,0.058158416,0.15548657,0.3653033
0.33056715,0.055425245,0.16710015,0.38318366
0.44351608,0.07195113,0.15223388,0.590896
0.31068838,0.053951625,0.14518459,0.36828893
0.44847292,0.052964788,0.14550819,0.6455081
0.3429969,0.06841353,0.12557036,0.42359635
0.32600155,0.07377394,0.1637641,0.34069112
0.28332448,0.07098512,0.14274296,0.28193578
0.3328903,0.062276945,0.17048371,0.370743
0.37779072,0.07032955,0.13460428,0.48031807
0.31330538,0.06482772,0.14122505,0.3557303
0.34714955,0.071456365,0.15705349,0.39433286
0.30891025,0.056575708,0.15233734,0.35233176
0.3834329,0.05852619,0.14711165,0.50270176
0.3218888,0.060038894,0.15576245,0.36793742
0.28207403,0.05556202,0.14293903,0.31008503
0.4174285,0.0594425,0.15134206,0.5646299
0.35088694,0.06982028,0.1600357,0.40209767
0.3234117,0.062690444,0.16126509,0.36017746
0.40772963,0.06962199,0.16948105,0.50673425
0.28829935,0.061681144,0.14394659,0.3092898
0.34911287,0.055223055,0.16670364,0.42107603
0.3955186,0.058589876,0.14381619,0.5300413
0.30083242,0.06424386,0.16303922,0.3101379
0.28363466,0.05424738,0.1641757,0.29459888
0.3506158,0.06377688,0.16381913,0.40985867
0.29941285,0.05973415,0.14341918,0.3359382
0.377972,0.06628381,0.1573688,0.4660076
0.31499588,0.05974224,0.17046383,0.34004343
0.45750427,0.06057254,0.15126279,0.64260066
0.48908332,0.061364226,0.16409895,0.69133925
0.29616708,0.062754035,0.15957543,0.30725062
0.43183458,0.068614855,0.17047536,0.5559641
0.3587082,0.061433513,0.16156292,0.43298647
0.29646114,0.05214543,0.16328852,0.3253429
0.28914976,0.06260726,0.14736588,0.30571917
0.3612066,0.059379272,0.16182505,0.44182956
0.3537833,0.058758456,0.13316308,0.45688665
0.28176188,0.061203048,0.141831,0.29928663
0.31474036,0.0575182,0.14105272,0.37339163
0.42453796,0.059478614,0.15456857,0.5755501
0.41025043,0.051377628,0.16870077,0.54904485
0.4655093,0.048904493,0.1505441,0.6826655
0.28486386,0.06383836,0.14743367,0.29461733
0.27930188,0.055983946,0.14705642,0.29957944
0.36778212,0.04776276,0.1511956,0.48884308
0.36820075,0.056119498,0.15557964,0.46858287
0.3311664,0.049232148,0.16503946,0.398829
0.31617916,0.061463602,0.16269213,0.346739
0.3026701,0.054762457,0.15647165,0.3393436
0.33839083,0.061429318,0.1403109,0.41361216
0.35179907,0.07499933,0.15698548,0.39661402
0.32907903,0.07550147,0.15290703,0.35424814
0.34204835,0.06175493,0.14861731,0.4119695
0.28309894,0.05366581,0.15797795,0.30088827
0.34724975,0.061009593,0.17211007,0.40037024
0.28471887,0.06286666,0.15916629,0.28453818
0.3585673,0.053351834,0.17407393,0.43635696
0.3416753,0.05441044,0.17395993,0.40056983
0.36035842,0.056386765,0.1825986,0.42534468
0.34411812,0.05823422,0.1614311,0.41033667
0.27934045,0.048472658,0.15740582,0.30432975
0.3245321,0.05535048,0.16031289,0.37805036
0.3581377,0.052260093,0.16234605,0.44940916
0.4081088,0.05634217,0.14331262,0.56022066
0.31658363,0.051267307,0.15649155,0.37414113
0.4975207,0.057778124,0.15221393,0.7272712
0.29305193,0.04907513,0.14690751,0.3410461
0.274293,0.055977553,0.13789864,0.29873225
0.32449442,0.059907787,0.1528449,0.37632838
0.3942408,0.06570243,0.14158379,0.515493
0.28817517,0.06370981,0.13681483,0.3121159
0.3654053,0.0592126,0.15711345,0.45527193
0.3318323,0.044104613,0.15494631,0.42050904
0.53511053,0.052882228,0.14230596,0.82215065
0.44485778,0.059148178,0.15078194,0.62063724
0.2803046,0.053178433,0.15563627,0.29861608
0.3088886,0.05534808,0.17039457,0.33668652
0.33970928,0.059992857,0.14917135,0.41026154
0.3256474,0.06237301,0.16765596,0.3588929
0.32370698,0.059114613,0.14088476,0.38830003
0.3722657,0.053379048,0.16397893,0.4737944
0.2808007,0.0672175,0.14705448,0.28011188
0.28934902,0.06027829,0.15175818,0.30638328
0.33036867,0.056209385,0.15287958,0.39543897
0.4668927,0.052815836,0.15381329,0.6743404
0.27465412,0.052525032,0.17544053,0.26881763
0.32813764,0.065582156,0.16576816,0.35934284
0.33495572,0.067406915,0.16003756,0.37506005
0.33765072,0.049891856,0.1663159,0.40920186
0.42033356,0.0561881,0.18160698,0.54668397
0.2842223,0.051464338,0.15787794,0.307638
0.3371832,0.046943773,0.17563981,0.40483907
0.36632007,0.05884883,0.15787162,0.45707083
0.35655254,0.053968474,0.16787493,0.43729323
0.32570526,0.052075017,0.17857987,0.36868063
0.24669468,0.04742519,0.16119778,0.23734121
0.3541689,0.052567877,0.16995098,0.43325105
0.2635128,0.047574177,0.16640294,0.26547426
0.26376998,0.051934917,0.17888094,0.24478921
0.27907133,0.053968456,0.1670715,0.28313425
0.32916173,0.056253273,0.1645203,0.38129663
0.26085612,0.051406898,0.15522802,0.26367044
0.27350163,0.055304054,0.16120888,0.27518624
0.317829,0.054230236,0.14598127,0.38121632
0.27380872,0.05958359,0.14625752,0.28219277
0.30652517,0.060535066,0.15708306,0.3348972
0.2782507,0.05586104,0.15149239,0.29328692
0.23922434,0.060484465,0.12930726,0.2281725
0.28178465,0.059346855,0.13892177,0.30595386
0.30564857,0.056053057,0.14055152,0.35863948
0.34422615,0.057241425,0.14498585,0.4289836
0.2653347,0.057707567,0.13775046,0.2775038
0.28642964,0.049405582,0.14310561,0.3309425
0.29044062,0.05151204,0.1553238,0.3225334
0.32790405,0.048172645,0.15034617,0.40911666
0.41795963,0.06444941,0.16042878,0.5465917
0.42886055,0.052201565,0.15547006,0.5978479
0.2677564,0.05864844,0.1455998,0.27261615
0.43563616,0.043911617,0.15063643,0.6328126
0.29037327,0.052492633,0.14763571,0.32812557
0.2783241,0.05616562,0.14092506,0.30339187
0.45270953,0.06355874,0.13728969,0.6410119
0.33303946,0.06539906,0.14427198,0.39100882
0.33110633,0.06446545,0.16188143,0.37140036
0.3040663,0.0663609,0.14682737,0.3285834
0.3201111,0.05007313,0.14759102,0.39248487
0.27972245,0.053415146,0.14954564,0.303069
0.3199202,0.060626667,0.15804178,0.3605453
0.31287646,0.065192714,0.1589361,0.3364314
0.33662093,0.054699175,0.15657417,0.4072693
0.31713146,0.053841233,0.15741622,0.36916423
0.33823356,0.056083206,0.17220762,0.3920931
0.2563593,0.04622197,0.1687334,0.25154126
0.31592488,0.054687824,0.15783168,0.36464247
0.23983026,0.048202362,0.15793571,0.22532007
0.48576322,0.05829857,0.17590025,0.67902905
0.3359285,0.045995943,0.16680309,0.41306204
0.31762075,0.049241353,0.15376927,0.38298953
0.27272767,0.047414463,0.15993592,0.2906905
0.2870842,0.04073353,0.16246824,0.33023307
0.30688056,0.04430189,0.16357549,0.36158186
0.2873494,0.051181752,0.1328757,0.3394596
0.31574178,0.061348397,0.1344079,0.37437883
0.2888871,0.055890188,0.14640467,0.3195892
0.30288005,0.061486337,0.14814565,0.3346418
0.28629887,0.055396676,0.14482635,0.31697807
0.3459769,0.066128425,0.145188,0.41450894
0.26345697,0.062106352,0.1326515,0.27004975
0.27783495,0.05245597,0.14281209,0.30794588
0.31122595,0.05647848,0.14286844,0.3666265
0.2900217,0.0655189,0.14621216,0.3027934
0.25570577,0.0517327,0.13819264,0.2697535
0.27856475,0.06300948,0.16216584,0.26894474
0.30022168,0.047878504,0.16292371,0.34176266
0.32467207,0.05320005,0.15705223,0.3858918
0.3521424,0.05188277,0.1635912,0.43692806
0.26991147,0.045617517,0.15236865,0.29621926
0.27646622,0.050436877,0.16094337,0.2911153
0.35534355,0.06160677,0.16056402,0.42690954
0.5068126,0.05545395,0.18179989,0.7209173
0.31042546,0.050983444,0.15983775,0.35904628
0.30003995,0.051146287,0.153164,0.34462336
0.31035548,0.050433893,0.14796971,0.3718735
0.25541586,0.059678715,0.1530435,0.23843077
0.27407503,0.050693177,0.1440703,0.3026934
0.37915504,0.064761154,0.16730611,0.46148163
0.25543848,0.051822137,0.14506754,0.26216513
0.3539095,0.041609764,0.16376874,0.4608307
0.33716178,0.057021387,0.15960014,0.40068063
0.28384078,0.050454073,0.14703354,0.31973988
0.33129567,0.048422802,0.18490954,0.38083622
0.25395036,0.048031043,0.157507,0.25433162
0.30865848,0.05027172,0.14912929,0.36764425
0.34246135,0.050663516,0.166307,0.41728866
0.3123272,0.053163316,0.15703224,0.36129555
0.30866128,0.059234418,0.14451481,0.35433894
0.3536556,0.047001228,0.15018718,0.4631216
0.27332136,0.055132814,0.1508667,0.2855104
0.31261864,0.06677659,0.13963695,0.35204715
0.30610538,0.05341706,0.15848413,0.34689254
0.32681587,0.055833213,0.13609087,0.40587446
0.38306737,0.05872485,0.14805767,0.5006274
0.38824904,0.06653918,0.150065,0.4933547
0.3739411,0.061521072,0.15650712,0.46833292
0.3522299,0.05551064,0.14503749,0.44840103
0.27396178,0.056262366,0.13991967,0.29547915
0.32108933,0.05591373,0.15776977,0.37258145
0.26822022,0.049136806,0.15645322,0.2817136
0.33304784,0.054945525,0.1606702,0.39553443
0.41972694,0.048094492,0.18708512,0.55617976
0.27864498,0.057829313,0.16366777,0.27796358
0.3028301,0.055622444,0.1616122,0.33280316
0.23907751,0.044737533,0.15949266,0.2291873
0.30260992,0.047585763,0.16151336,0.34853494
0.31363684,0.04861251,0.17159858,0.35845008
0.27034143,0.052601393,0.15311047,0.28236958
0.24766338,0.050621137,0.167881,0.2262035
0.28887022,0.052108157,0.16963992,0.30388418
0.3161399,0.056023296,0.1391474,0.3810858
0.27799243,0.05870624,0.14654623,0.29202613
0.28218982,0.046342835,0.14419508,0.32749888
0.3299011,0.052769847,0.14181983,0.41244265
0.2757905,0.05054452,0.13726912,0.31322283
0.2953856,0.050928745,0.14592427,0.34298947
0.3653491,0.052886564,0.13798377,0.48694134
0.2679917,0.04548188,0.1474434,0.29757622
0.27895445,0.058083177,0.15251154,0.28923097
0.39360458,0.047881663,0.15664846,0.5347974
0.36033696,0.056658782,0.14914332,0.45821303
0.304371,0.05311415,0.16019997,0.34231374
0.42374086,0.04947302,0.13386674,0.6146689
0.31318277,0.057924103,0.1574481,0.35306922
0.26995188,0.052679855,0.15605627,0.27848774
0.35012758,0.048721425,0.14917727,0.45363507
0.33187932,0.047637343,0.16842139,0.4000626
0.2748109,0.061330717,0.16367169,0.2632887
0.2833991,0.05186672,0.15652317,0.30654162
0.29924947,0.043044947,0.1637823,0.34862676
0.3072738,0.0461498,0.16832882,0.3539192
0.5225449,0.05321257,0.17562748,0.7630372
0.30570295,0.042839684,0.14471075,0.38101578
0.37318558,0.04566702,0.163414,0.49162313
0.30889583,0.052293748,0.15455405,0.3586501
0.26550025,0.054941185,0.14657064,0.2745475
0.27434385,0.060128096,0.14880489,0.27962658
0.30115652,0.060674082,0.14162113,0.33934373
0.24064404,0.05237873,0.15376739,0.22276323
0.29263097,0.047768172,0.14902201,0.34070358
0.30647546,0.05039555,0.15570687,0.3564529
0.38535452,0.05855011,0.15820049,0.49540836
0.3143668,0.056225844,0.12830137,0.38798052
0.3508304,0.04878991,0.14747448,0.4566065
0.30480167,0.049363956,0.15096168,0.35991377
0.22963125,0.050584443,0.14710468,0.21098892
0.25114575,0.05403572,0.15510681,0.23911324
0.26080155,0.052641153,0.15746777,0.25885305
0.44947606,0.056149013,0.16243765,0.62421644
0.22401734,0.048041184,0.15783064,0.19412166
0.25901175,0.043223925,0.15673117,0.27484444
0.25665334,0.04567243,0.17266141,0.2493004
0.25862423,0.046943467,0.14513654,0.27822497
0.28067777,0.057336636,0.15986377,0.2868185
0.26268893,0.05730396,0.13668106,0.2740889
0.29948205,0.05401906,0.15225081,0.33867517
0.29057357,0.05423321,0.16752507,0.30515563
0.32019818,0.045273483,0.16395509,0.38589433
0.29735467,0.04877937,0.16610888,0.33104172
0.25331268,0.056848735,0.14014128,0.2527866
0.35689437,0.04678731,0.15080096,0.4694132
0.2652154,0.056619156,0.14838159,0.26881087
0.25494745,0.050295863,0.14791459,0.2613886
0.29649165,0.049484752,0.1562729,0.3377409
0.30243793,0.04985179,0.15370694,0.35146534
0.24516143,0.052702945,0.15462506,0.2302919
0.2983413,0.05002548,0.15304367,0.34358796
0.25552002,0.055164967,0.14137243,0.25933766
0.28738943,0.055447068,0.15228905,0.31159568
0.26240718,0.052487116,0.15510647,0.26473364
0.30126482,0.048623536,0.16038877,0.3448938
0.28218064,0.052539025,0.18174239,0.27754083
0.23292741,0.05064287,0.16210099,0.20246811
0.30793276,0.050592087,0.1515484,0.36313295
0.3114009,0.053140067,0.15844873,0.3580729
0.34938687,0.050717972,0.16398813,0.43334964
0.28493655,0.06367859,0.15475191,0.287764
0.27868313,0.048817772,0.16394654,0.2957842
0.28384346,0.048454735,0.15731648,0.313461
0.2479924,0.050010737,0.15843017,0.23753317
0.32100457,0.052262597,0.15659176,0.38089222
0.22655484,0.054180983,0.14362922,0.20111848
0.28815994,0.05037652,0.16022895,0.3153379
0.37565267,0.04876954,0.17020579,0.48356047
0.34928864,0.055362985,0.15928984,0.42856145
0.20929483,0.045678824,0.15422188,0.17301011
0.24095336,0.04253187,0.1583008,0.23854218
0.26420665,0.055403702,0.1579221,0.2596838
0.3165838,0.049725838,0.15889174,0.37482423
0.26714897,0.048758868,0.15123077,0.28554946
0.23064154,0.04076081,0.1534091,0.22635235
0.28524506,0.05320881,0.16350594,0.30056652
0.28396755,0.043039598,0.15365121,0.32820472
0.27535325,0.048792694,0.17096958,0.28215155
0.26289725,0.05891971,0.16731766,0.2406374
0.29269224,0.048461344,0.16930191,0.31915987
0.33798656,0.048952535,0.15653464,0.4215334
0.31592232,0.050951328,0.1652502,0.36469176
0.32229933,0.0435182,0.16136882,0.39619344
0.29952344,0.04418339,0.1594569,0.35122323
0.21479821,0.0450175,0.14828126,0.19128016
0.28013727,0.045991648,0.16591911,0.30237213
0.21027505,0.045531657,0.15215406,0.17733274
0.28606033,0.04851401,0.16100922,0.31408346
0.2645216,0.052856848,0.16081017,0.26251936
0.2688284,0.046733897,0.1546072,0.28958175
0.28722894,0.044692133,0.17070755,0.3143661
0.3583637,0.0519702,0.1527245,0.46006244
0.2937061,0.04752601,0.15237187,0.3399883
0.27535886,0.04411838,0.14965466,0.31282634
0.2858572,0.049763422,0.14684646,0.32534114
0.27141392,0.04843786,0.14664483,0.29930732
0.3174048,0.06286658,0.1525703,0.35650617
0.29620016,0.05859295,0.15352774,0.32168666
0.29071924,0.05351178,0.15379876,0.32061616
0.23675084,0.045472506,0.1481534,0.23440327
0.2212117,0.050983086,0.1402194,0.20023784
0.3472467,0.059311498,0.15050234,0.42536807
0.28110278,0.04616378,0.15015678,0.3197212
0.23009074,0.055238195,0.16012895,0.18957616
0.33722556,0.044391155,0.15839168,0.42727715
0.3512966,0.04912649,0.14595783,0.45838243
0.26871863,0.047927603,0.1509714,0.29061064
0.27246082,0.04841916,0.15096201,0.29712135
0.27956185,0.04355281,0.16004463,0.31197345
0.21903262,0.048418026,0.15471406,0.18651511
0.27218732,0.06150757,0.14686634,0.27449316
0.28682435,0.049252644,0.14329514,0.3318483
0.2978232,0.04401461,0.17139147,0.33622572
0.2610574,0.041741885,0.15074444,0.28788662
0.2803968,0.0537115,0.1465981,0.30677247
0.25858763,0.0414533,0.14601949,0.28824916
0.27150452,0.043938063,0.14565691,0.309476
0.28795028,0.04951868,0.15049937,0.32636383
0.29606056,0.045314312,0.13365935,0.36783314
0.2413027,0.04686675,0.15365049,0.23522142
0.32377738,0.056136616,0.15369356,0.38158798
0.31933442,0.051237077,0.15982638,0.37636828
0.2979094,0.050824754,0.15649024,0.3376791
0.3443312,0.047907736,0.16269954,0.43014738
0.23092473,0.05366719,0.14872208,0.20579301
0.23375987,0.050493114,0.13178866,0.23474485
0.39334092,0.0496332,0.17316927,0.51424617
0.25711387,0.055366714,0.13928433,0.26420996
0.21740755,0.047475442,0.14155279,0.19831145
0.269419,0.048915308,0.14324166,0.29776576
0.29610234,0.049538754,0.15829347,0.33483368
0.22897592,0.04518542,0.15097483,0.21660617
0.28765786,0.053837676,0.15030223,0.31733814
0.325028,0.042374354,0.17595223,0.38935503
0.22441138,0.04628461,0.16835758,0.18789598
0.23950686,0.042450093,0.15825026,0.23586327
0.2882405,0.048516363,0.16449396,0.3149543
0.28468326,0.043729257,0.16767035,0.31423765
0.25909752,0.042180046,0.16474615,0.2690888
0.27781647,0.048588973,0.15934642,0.2991086
0.23067772,0.037545476,0.14884688,0.23741762
0.29069823,0.04691272,0.16383596,0.3237351
0.23834556,0.037705265,0.1582769,0.24300371
0.30899483,0.040471695,0.15535067,0.38169557
0.2242206,0.054642875,0.13049555,0.20865992
0.27334595,0.04741065,0.15120919,0.30066139
0.26084065,0.05914828,0.14228302,0.2611017
0.23359716,0.043705348,0.14676857,0.23301506
