-3.272395581007003784e-02,-1.365575194358825684e-01
7.725265622138977051e-02,-2.541892230510711670e-01
-3.881666809320449829e-02,-6.522595882415771484e-02
3.064933605492115021e-02,-4.298138990998268127e-02
-4.945734143257141113e-02,-9.564647823572158813e-02
-6.635848432779312134e-02,-1.477941274642944336e-01
3.345932066440582275e-02,-1.580422967672348022e-01
-8.408644050359725952e-02,-1.440597027540206909e-01
-2.429464012384414673e-01,3.857217263430356979e-03
-1.278620585799217224e-02,-1.462892740964889526e-01
6.406283378601074219e-02,-1.467010821215808392e-03
-8.724527806043624878e-02,-2.013297080993652344e-01
-1.644149795174598694e-02,-1.967795938253402710e-01
-1.345050632953643799e-01,-2.784949839115142822e-01
-5.316040292382240295e-02,2.256321609020233154e-01
2.177758812904357910e-01,-2.467756867408752441e-01
-2.316712588071823120e-01,-2.467970103025436401e-01
-4.006510227918624878e-02,2.388837747275829315e-03
-2.010841853916645050e-03,-2.111251056194305420e-01
8.997198194265365601e-02,-2.503330409526824951e-01
8.202707767486572266e-02,-5.891402065753936768e-02
-1.165692508220672607e-01,1.120901107788085938e-02
-1.201871316879987717e-02,1.024135202169418335e-01
1.259651184082031250e-01,-4.178216680884361267e-03
5.730170384049415588e-02,-2.000354826450347900e-01
-5.385424196720123291e-02,-4.229930043220520020e-01
-6.256969273090362549e-02,-2.407359182834625244e-01
-8.679970353841781616e-02,-3.010224923491477966e-02
7.280317693948745728e-02,-4.802864417433738708e-02
-1.395555287599563599e-01,-1.204013749957084656e-01
1.099315471947193146e-02,-4.278695210814476013e-02
-1.283826082944869995e-01,2.681591548025608063e-03
-8.533420041203498840e-03,7.109488546848297119e-02
7.625944167375564575e-02,-8.254365622997283936e-02
-1.252516806125640869e-01,-4.128028824925422668e-02
-1.768390685319900513e-01,1.942064464092254639e-01
1.079682409763336182e-01,-9.242646396160125732e-02
1.758950576186180115e-02,-1.116624400019645691e-01
-1.150140389800071716e-01,-2.355317622423171997e-01
-8.978500217199325562e-02,1.396063268184661865e-01
-5.982684344053268433e-02,-6.009701266884803772e-02
-5.482828617095947266e-02,-5.931893736124038696e-02
-1.084003970026969910e-02,1.808875948190689087e-01
-9.362351149320602417e-02,-3.217056766152381897e-02
6.688787788152694702e-02,2.120915427803993225e-02
2.397831901907920837e-02,2.916856668889522552e-02
-4.577920213341712952e-02,9.565335512161254883e-02
6.990827620029449463e-02,1.607670485973358154e-01
-1.365975737571716309e-01,-2.659375667572021484e-01
-9.542821347713470459e-02,-1.360603570938110352e-01
-7.132427766919136047e-03,-2.935194410383701324e-02
-1.899375468492507935e-01,1.623214781284332275e-02
2.460226118564605713e-01,-1.141818836331367493e-01
-1.749758720397949219e-01,5.609956011176109314e-02
1.616481319069862366e-02,2.756988406181335449e-01
-1.233791857957839966e-01,-1.121008023619651794e-02
1.655520498752593994e-02,-7.643270492553710938e-02
2.645405754446983337e-02,-6.835510581731796265e-02
1.561981886625289917e-01,1.279998719692230225e-01
-1.192536503076553345e-01,4.284346848726272583e-02
1.519698649644851685e-01,1.392831206321716309e-01
8.831946551799774170e-02,-2.710611745715141296e-02
5.952101666480302811e-03,4.243914037942886353e-02
-1.792288422584533691e-01,2.116231992840766907e-02
-5.297228321433067322e-02,-5.578410997986793518e-02
-9.383139014244079590e-02,-1.637952476739883423e-01
1.329547842033207417e-03,1.855284720659255981e-02
2.646221779286861420e-02,-5.621102452278137207e-02
